"","Site","Species","Presence","Survey"
"632","BN2","Cisticola juncidis",NA,3
"633","BN2","Anas poecilorhyncha",NA,3
"634","BN2","Rhipidura aureola",NA,3
"635","BN2","Dinopium benghalense",NA,3
"636","BN2","Sypheotides indicus",NA,3
"637","BN2","Halcyon smyrnensis",NA,3
"638","BN2","Turdoides malcolmi",1,4
"639","BN2","Prinia buchanani",1,4
"640","BN2","Pycnonotus cafer",1,4
"641","BN2","Turnix suscitator",NA,4
"642","BN2","Streptopelia decaocto",1,4
"643","BN2","Pavo cristatus",1,4
"644","BN2","Vanellus indicus",NA,4
"645","BN2","Mirafra erythroptera",1,4
"646","BN2","Burhinus oedicnemus",NA,4
"647","BN2","Nectarinia asiatica",1,4
"648","BN2","Turnix Tanki",NA,4
"649","BN2","Francolinus pondicerianus",NA,4
"650","BN2","Tephrodornis pondicerianus",NA,4
"651","BN2","Petronia xanthocollis",NA,4
"652","BN2","Merops orientalis",NA,4
"653","BN2","Pycnonotus leucotis",NA,4
"654","BN2","Eremopterix griseus",NA,4
"655","BN2","Psittacula krameri",1,4
"656","BN2","Centropus sinensis",NA,4
"657","BN2","Dicrurus macrocercus",NA,4
"658","BN2","Lanius vittatus",NA,4
"659","BN2","Saxicola caprata",NA,4
"660","BN2","Perdicula argoondah",NA,4
"661","BN2","Vanellus malabaricus",NA,4
"662","BN2","Francolinus pictus",NA,4
"663","BN2","Saxicoloides fulicatus",NA,4
"664","BN2","Acro sp.",NA,4
"665","BN2","Prinia socialis",NA,4
"666","BN2","Lanius schach",NA,4
"667","BN2","Amaurornis phoenicurus",1,4
"668","BN2","Prinia inornata",NA,4
"669","BN2","Lonchura malabarica",1,4
"670","BN2","Cuculus varius",NA,4
"671","BN2","Mirafra cantillans",NA,4
"672","BN2","Acridotheres tristis",NA,4
"673","BN2","Corvus macrorhynchos",NA,4
"674","BN2","Eudynamys scolopaceus",NA,4
"675","BN2","Lanius excubitor",NA,4
"676","BN2","Coturnix coromandelica",NA,4
"677","BN2","Turnix sylvaticus",NA,4
"678","BN2","Pericrocotus erythropygius",NA,4
"679","BN2","Pericrocotus cinnamomeus",NA,4
"680","BN2","Hirundo smithii",NA,4
"681","BN2","Cisticola juncidis",1,4
"682","BN2","Anas poecilorhyncha",NA,4
"683","BN2","Rhipidura aureola",NA,4
"684","BN2","Dinopium benghalense",NA,4
"685","BN2","Sypheotides indicus",NA,4
"686","BN2","Halcyon smyrnensis",NA,4
"687","BN2","Turdoides malcolmi",1,5
"688","BN2","Prinia buchanani",1,5
"689","BN2","Pycnonotus cafer",NA,5
"690","BN2","Turnix suscitator",NA,5
"691","BN2","Streptopelia decaocto",1,5
"692","BN2","Pavo cristatus",1,5
"693","BN2","Vanellus indicus",NA,5
"694","BN2","Mirafra erythroptera",NA,5
"695","BN2","Burhinus oedicnemus",NA,5
"696","BN2","Nectarinia asiatica",NA,5
"697","BN2","Turnix Tanki",NA,5
"698","BN2","Francolinus pondicerianus",1,5
"699","BN2","Tephrodornis pondicerianus",NA,5
"700","BN2","Petronia xanthocollis",NA,5
"701","BN2","Merops orientalis",1,5
"702","BN2","Pycnonotus leucotis",NA,5
"703","BN2","Eremopterix griseus",NA,5
"704","BN2","Psittacula krameri",NA,5
"705","BN2","Centropus sinensis",NA,5
"706","BN2","Dicrurus macrocercus",NA,5
"707","BN2","Lanius vittatus",NA,5
"708","BN2","Saxicola caprata",1,5
"709","BN2","Perdicula argoondah",NA,5
"710","BN2","Vanellus malabaricus",NA,5
"711","BN2","Francolinus pictus",NA,5
"712","BN2","Saxicoloides fulicatus",1,5
"713","BN2","Acro sp.",1,5
"714","BN2","Prinia socialis",NA,5
"715","BN2","Lanius schach",NA,5
"716","BN2","Amaurornis phoenicurus",NA,5
"717","BN2","Prinia inornata",1,5
"718","BN2","Lonchura malabarica",NA,5
"719","BN2","Cuculus varius",NA,5
"720","BN2","Mirafra cantillans",NA,5
"721","BN2","Acridotheres tristis",NA,5
"722","BN2","Corvus macrorhynchos",NA,5
"723","BN2","Eudynamys scolopaceus",NA,5
"724","BN2","Lanius excubitor",NA,5
"725","BN2","Coturnix coromandelica",NA,5
"726","BN2","Turnix sylvaticus",NA,5
"727","BN2","Pericrocotus erythropygius",NA,5
"728","BN2","Pericrocotus cinnamomeus",NA,5
"729","BN2","Hirundo smithii",NA,5
"730","BN2","Cisticola juncidis",NA,5
"731","BN2","Anas poecilorhyncha",NA,5
"732","BN2","Rhipidura aureola",NA,5
"733","BN2","Dinopium benghalense",NA,5
"734","BN2","Sypheotides indicus",NA,5
"735","BN2","Halcyon smyrnensis",NA,5
"736","BN2","Turdoides malcolmi",1,6
"737","BN2","Prinia buchanani",1,6
"738","BN2","Pycnonotus cafer",NA,6
"739","BN2","Turnix suscitator",NA,6
"740","BN2","Streptopelia decaocto",1,6
"741","BN2","Pavo cristatus",1,6
"742","BN2","Vanellus indicus",NA,6
"743","BN2","Mirafra erythroptera",NA,6
"744","BN2","Burhinus oedicnemus",1,6
"745","BN2","Nectarinia asiatica",NA,6
"746","BN2","Turnix Tanki",NA,6
"747","BN2","Francolinus pondicerianus",NA,6
"748","BN2","Tephrodornis pondicerianus",NA,6
"749","BN2","Petronia xanthocollis",NA,6
"750","BN2","Merops orientalis",NA,6
"751","BN2","Pycnonotus leucotis",NA,6
"752","BN2","Eremopterix griseus",NA,6
"753","BN2","Psittacula krameri",NA,6
"754","BN2","Centropus sinensis",NA,6
"755","BN2","Dicrurus macrocercus",NA,6
"756","BN2","Lanius vittatus",NA,6
"757","BN2","Saxicola caprata",NA,6
"758","BN2","Perdicula argoondah",NA,6
"759","BN2","Vanellus malabaricus",NA,6
"760","BN2","Francolinus pictus",NA,6
"761","BN2","Saxicoloides fulicatus",1,6
"762","BN2","Acro sp.",NA,6
"763","BN2","Prinia socialis",NA,6
"764","BN2","Lanius schach",NA,6
"765","BN2","Amaurornis phoenicurus",NA,6
"766","BN2","Prinia inornata",1,6
"767","BN2","Lonchura malabarica",NA,6
"768","BN2","Cuculus varius",NA,6
"769","BN2","Mirafra cantillans",NA,6
"770","BN2","Acridotheres tristis",NA,6
"771","BN2","Corvus macrorhynchos",NA,6
"772","BN2","Eudynamys scolopaceus",NA,6
"773","BN2","Lanius excubitor",NA,6
"774","BN2","Coturnix coromandelica",NA,6
"775","BN2","Turnix sylvaticus",NA,6
"776","BN2","Pericrocotus erythropygius",NA,6
"777","BN2","Pericrocotus cinnamomeus",NA,6
"778","BN2","Hirundo smithii",NA,6
"779","BN2","Cisticola juncidis",NA,6
"780","BN2","Anas poecilorhyncha",NA,6
"781","BN2","Rhipidura aureola",NA,6
"782","BN2","Dinopium benghalense",NA,6
"783","BN2","Sypheotides indicus",NA,6
"784","BN2","Halcyon smyrnensis",NA,6
"785","BN2","Turdoides malcolmi",1,7
"786","BN2","Prinia buchanani",1,7
"787","BN2","Pycnonotus cafer",NA,7
"788","BN2","Turnix suscitator",NA,7
"789","BN2","Streptopelia decaocto",1,7
"790","BN2","Pavo cristatus",1,7
"791","BN2","Vanellus indicus",1,7
"792","BN2","Mirafra erythroptera",NA,7
"793","BN2","Burhinus oedicnemus",NA,7
"794","BN2","Nectarinia asiatica",NA,7
"795","BN2","Turnix Tanki",NA,7
"796","BN2","Francolinus pondicerianus",NA,7
"797","BN2","Tephrodornis pondicerianus",NA,7
"798","BN2","Petronia xanthocollis",NA,7
"799","BN2","Merops orientalis",NA,7
"800","BN2","Pycnonotus leucotis",NA,7
"801","BN2","Eremopterix griseus",NA,7
"802","BN2","Psittacula krameri",NA,7
"803","BN2","Centropus sinensis",NA,7
"804","BN2","Dicrurus macrocercus",NA,7
"805","BN2","Lanius vittatus",NA,7
"806","BN2","Saxicola caprata",NA,7
"807","BN2","Perdicula argoondah",NA,7
"808","BN2","Vanellus malabaricus",NA,7
"809","BN2","Francolinus pictus",NA,7
"810","BN2","Saxicoloides fulicatus",1,7
"811","BN2","Acro sp.",1,7
"812","BN2","Prinia socialis",NA,7
"813","BN2","Lanius schach",NA,7
"814","BN2","Amaurornis phoenicurus",NA,7
"815","BN2","Prinia inornata",NA,7
"816","BN2","Lonchura malabarica",NA,7
"817","BN2","Cuculus varius",NA,7
"818","BN2","Mirafra cantillans",NA,7
"819","BN2","Acridotheres tristis",NA,7
"820","BN2","Corvus macrorhynchos",NA,7
"821","BN2","Eudynamys scolopaceus",NA,7
"822","BN2","Lanius excubitor",NA,7
"823","BN2","Coturnix coromandelica",NA,7
"824","BN2","Turnix sylvaticus",NA,7
"825","BN2","Pericrocotus erythropygius",NA,7
"826","BN2","Pericrocotus cinnamomeus",NA,7
"827","BN2","Hirundo smithii",NA,7
"828","BN2","Cisticola juncidis",NA,7
"829","BN2","Anas poecilorhyncha",NA,7
"830","BN2","Rhipidura aureola",NA,7
"831","BN2","Dinopium benghalense",NA,7
"832","BN2","Sypheotides indicus",NA,7
"833","BN2","Halcyon smyrnensis",NA,7
"834","BN2","Turdoides malcolmi",NA,8
"835","BN2","Prinia buchanani",1,8
"836","BN2","Pycnonotus cafer",NA,8
"837","BN2","Turnix suscitator",1,8
"838","BN2","Streptopelia decaocto",1,8
"839","BN2","Pavo cristatus",1,8
"840","BN2","Vanellus indicus",NA,8
"841","BN2","Mirafra erythroptera",NA,8
"842","BN2","Burhinus oedicnemus",NA,8
"843","BN2","Nectarinia asiatica",NA,8
"844","BN2","Turnix Tanki",1,8
"845","BN2","Francolinus pondicerianus",1,8
"846","BN2","Tephrodornis pondicerianus",NA,8
"847","BN2","Petronia xanthocollis",NA,8
"848","BN2","Merops orientalis",NA,8
"849","BN2","Pycnonotus leucotis",NA,8
"850","BN2","Eremopterix griseus",NA,8
"851","BN2","Psittacula krameri",NA,8
"852","BN2","Centropus sinensis",NA,8
"853","BN2","Dicrurus macrocercus",NA,8
"854","BN2","Lanius vittatus",NA,8
"855","BN2","Saxicola caprata",NA,8
"856","BN2","Perdicula argoondah",NA,8
"857","BN2","Vanellus malabaricus",NA,8
"858","BN2","Francolinus pictus",NA,8
"859","BN2","Saxicoloides fulicatus",NA,8
"860","BN2","Acro sp.",NA,8
"861","BN2","Prinia socialis",1,8
"862","BN2","Lanius schach",NA,8
"863","BN2","Amaurornis phoenicurus",NA,8
"864","BN2","Prinia inornata",NA,8
"865","BN2","Lonchura malabarica",NA,8
"866","BN2","Cuculus varius",NA,8
"867","BN2","Mirafra cantillans",NA,8
"868","BN2","Acridotheres tristis",NA,8
"869","BN2","Corvus macrorhynchos",NA,8
"870","BN2","Eudynamys scolopaceus",NA,8
"871","BN2","Lanius excubitor",NA,8
"872","BN2","Coturnix coromandelica",NA,8
"873","BN2","Turnix sylvaticus",NA,8
"874","BN2","Pericrocotus erythropygius",NA,8
"875","BN2","Pericrocotus cinnamomeus",NA,8
"876","BN2","Hirundo smithii",NA,8
"877","BN2","Cisticola juncidis",NA,8
"878","BN2","Anas poecilorhyncha",NA,8
"879","BN2","Rhipidura aureola",NA,8
"880","BN2","Dinopium benghalense",NA,8
"881","BN2","Sypheotides indicus",NA,8
"882","BN2","Halcyon smyrnensis",NA,8
"883","BN2","Turdoides malcolmi",1,9
"884","BN2","Prinia buchanani",1,9
"885","BN2","Pycnonotus cafer",NA,9
"886","BN2","Turnix suscitator",NA,9
"887","BN2","Streptopelia decaocto",1,9
"888","BN2","Pavo cristatus",1,9
"889","BN2","Vanellus indicus",1,9
"890","BN2","Mirafra erythroptera",1,9
"891","BN2","Burhinus oedicnemus",NA,9
"892","BN2","Nectarinia asiatica",NA,9
"893","BN2","Turnix Tanki",NA,9
"894","BN2","Francolinus pondicerianus",NA,9
"895","BN2","Tephrodornis pondicerianus",NA,9
"896","BN2","Petronia xanthocollis",NA,9
"897","BN2","Merops orientalis",NA,9
"898","BN2","Pycnonotus leucotis",NA,9
"899","BN2","Eremopterix griseus",NA,9
"900","BN2","Psittacula krameri",NA,9
"901","BN2","Centropus sinensis",NA,9
"902","BN2","Dicrurus macrocercus",NA,9
"903","BN2","Lanius vittatus",NA,9
"904","BN2","Saxicola caprata",NA,9
"905","BN2","Perdicula argoondah",NA,9
"906","BN2","Vanellus malabaricus",NA,9
"907","BN2","Francolinus pictus",NA,9
"908","BN2","Saxicoloides fulicatus",NA,9
"909","BN2","Acro sp.",NA,9
"910","BN2","Prinia socialis",NA,9
"911","BN2","Lanius schach",NA,9
"912","BN2","Amaurornis phoenicurus",NA,9
"913","BN2","Prinia inornata",NA,9
"914","BN2","Lonchura malabarica",NA,9
"915","BN2","Cuculus varius",NA,9
"916","BN2","Mirafra cantillans",NA,9
"917","BN2","Acridotheres tristis",NA,9
"918","BN2","Corvus macrorhynchos",NA,9
"919","BN2","Eudynamys scolopaceus",NA,9
"920","BN2","Lanius excubitor",NA,9
"921","BN2","Coturnix coromandelica",NA,9
"922","BN2","Turnix sylvaticus",NA,9
"923","BN2","Pericrocotus erythropygius",NA,9
"924","BN2","Pericrocotus cinnamomeus",NA,9
"925","BN2","Hirundo smithii",NA,9
"926","BN2","Cisticola juncidis",NA,9
"927","BN2","Anas poecilorhyncha",NA,9
"928","BN2","Rhipidura aureola",NA,9
"929","BN2","Dinopium benghalense",NA,9
"930","BN2","Sypheotides indicus",NA,9
"931","BN2","Halcyon smyrnensis",NA,9
"932","BN2","Turdoides malcolmi",NA,10
"933","BN2","Prinia buchanani",NA,10
"934","BN2","Pycnonotus cafer",NA,10
"935","BN2","Turnix suscitator",1,10
"936","BN2","Streptopelia decaocto",1,10
"937","BN2","Pavo cristatus",1,10
"938","BN2","Vanellus indicus",NA,10
"939","BN2","Mirafra erythroptera",1,10
"940","BN2","Burhinus oedicnemus",NA,10
"941","BN2","Nectarinia asiatica",1,10
"942","BN2","Turnix Tanki",NA,10
"943","BN2","Francolinus pondicerianus",1,10
"944","BN2","Tephrodornis pondicerianus",NA,10
"945","BN2","Petronia xanthocollis",NA,10
"946","BN2","Merops orientalis",NA,10
"947","BN2","Pycnonotus leucotis",NA,10
"948","BN2","Eremopterix griseus",NA,10
"949","BN2","Psittacula krameri",NA,10
"950","BN2","Centropus sinensis",1,10
"951","BN2","Dicrurus macrocercus",NA,10
"952","BN2","Lanius vittatus",NA,10
"953","BN2","Saxicola caprata",NA,10
"954","BN2","Perdicula argoondah",NA,10
"955","BN2","Vanellus malabaricus",1,10
"956","BN2","Francolinus pictus",NA,10
"957","BN2","Saxicoloides fulicatus",1,10
"958","BN2","Acro sp.",NA,10
"959","BN2","Prinia socialis",1,10
"960","BN2","Lanius schach",1,10
"961","BN2","Amaurornis phoenicurus",NA,10
"962","BN2","Prinia inornata",1,10
"963","BN2","Lonchura malabarica",NA,10
"964","BN2","Cuculus varius",NA,10
"965","BN2","Mirafra cantillans",NA,10
"966","BN2","Acridotheres tristis",NA,10
"967","BN2","Corvus macrorhynchos",NA,10
"968","BN2","Eudynamys scolopaceus",NA,10
"969","BN2","Lanius excubitor",NA,10
"970","BN2","Coturnix coromandelica",NA,10
"971","BN2","Turnix sylvaticus",NA,10
"972","BN2","Pericrocotus erythropygius",NA,10
"973","BN2","Pericrocotus cinnamomeus",NA,10
"974","BN2","Hirundo smithii",NA,10
"975","BN2","Cisticola juncidis",NA,10
"976","BN2","Anas poecilorhyncha",NA,10
"977","BN2","Rhipidura aureola",NA,10
"978","BN2","Dinopium benghalense",NA,10
"979","BN2","Sypheotides indicus",NA,10
"980","BN2","Halcyon smyrnensis",NA,10
"981","BD1","Turdoides malcolmi",1,1
"982","BD1","Prinia buchanani",1,1
"983","BD1","Pycnonotus cafer",1,1
"984","BD1","Turnix suscitator",NA,1
"985","BD1","Streptopelia decaocto",NA,1
"986","BD1","Pavo cristatus",NA,1
"987","BD1","Vanellus indicus",1,1
"988","BD1","Mirafra erythroptera",1,1
"989","BD1","Burhinus oedicnemus",NA,1
"990","BD1","Nectarinia asiatica",1,1
"991","BD1","Turnix Tanki",NA,1
"992","BD1","Francolinus pondicerianus",1,1
"993","BD1","Tephrodornis pondicerianus",1,1
"994","BD1","Petronia xanthocollis",NA,1
"995","BD1","Merops orientalis",NA,1
"996","BD1","Pycnonotus leucotis",NA,1
"997","BD1","Eremopterix griseus",NA,1
"998","BD1","Psittacula krameri",NA,1
"999","BD1","Centropus sinensis",NA,1
"1000","BD1","Dicrurus macrocercus",NA,1
"1001","BD1","Lanius vittatus",NA,1
"1002","BD1","Saxicola caprata",NA,1
"1003","BD1","Perdicula argoondah",NA,1
"1004","BD1","Vanellus malabaricus",NA,1
"1005","BD1","Francolinus pictus",NA,1
"1006","BD1","Saxicoloides fulicatus",NA,1
"1007","BD1","Acro sp.",NA,1
"1008","BD1","Prinia socialis",NA,1
"1009","BD1","Lanius schach",1,1
"1010","BD1","Amaurornis phoenicurus",NA,1
"1011","BD1","Prinia inornata",NA,1
"1012","BD1","Lonchura malabarica",1,1
"1013","BD1","Cuculus varius",NA,1
"1014","BD1","Mirafra cantillans",NA,1
"1015","BD1","Acridotheres tristis",NA,1
"1016","BD1","Corvus macrorhynchos",NA,1
"1017","BD1","Eudynamys scolopaceus",NA,1
"1018","BD1","Lanius excubitor",NA,1
"1019","BD1","Coturnix coromandelica",NA,1
"1020","BD1","Turnix sylvaticus",NA,1
"1021","BD1","Pericrocotus erythropygius",NA,1
"1022","BD1","Pericrocotus cinnamomeus",NA,1
"1023","BD1","Hirundo smithii",NA,1
"1024","BD1","Cisticola juncidis",NA,1
"1025","BD1","Anas poecilorhyncha",NA,1
"1026","BD1","Rhipidura aureola",NA,1
"1027","BD1","Dinopium benghalense",NA,1
"1028","BD1","Sypheotides indicus",NA,1
"1029","BD1","Halcyon smyrnensis",NA,1
"1030","BD1","Turdoides malcolmi",1,2
"1031","BD1","Prinia buchanani",1,2
"1032","BD1","Pycnonotus cafer",NA,2
"1033","BD1","Turnix suscitator",NA,2
"1034","BD1","Streptopelia decaocto",1,2
"1035","BD1","Pavo cristatus",NA,2
"1036","BD1","Vanellus indicus",1,2
"1037","BD1","Mirafra erythroptera",NA,2
"1038","BD1","Burhinus oedicnemus",NA,2
"1039","BD1","Nectarinia asiatica",1,2
"1040","BD1","Turnix Tanki",NA,2
"1041","BD1","Francolinus pondicerianus",1,2
"1042","BD1","Tephrodornis pondicerianus",NA,2
"1043","BD1","Petronia xanthocollis",NA,2
"1044","BD1","Merops orientalis",NA,2
"1045","BD1","Pycnonotus leucotis",NA,2
"1046","BD1","Eremopterix griseus",NA,2
"1047","BD1","Psittacula krameri",NA,2
"1048","BD1","Centropus sinensis",NA,2
"1049","BD1","Dicrurus macrocercus",NA,2
"1050","BD1","Lanius vittatus",1,2
"1051","BD1","Saxicola caprata",NA,2
"1052","BD1","Perdicula argoondah",NA,2
"1053","BD1","Vanellus malabaricus",NA,2
"1054","BD1","Francolinus pictus",NA,2
"1055","BD1","Saxicoloides fulicatus",NA,2
"1056","BD1","Acro sp.",NA,2
"1057","BD1","Prinia socialis",NA,2
"1058","BD1","Lanius schach",NA,2
"1059","BD1","Amaurornis phoenicurus",NA,2
"1060","BD1","Prinia inornata",NA,2
"1061","BD1","Lonchura malabarica",1,2
"1062","BD1","Cuculus varius",1,2
"1063","BD1","Mirafra cantillans",1,2
"1064","BD1","Acridotheres tristis",NA,2
"1065","BD1","Corvus macrorhynchos",NA,2
"1066","BD1","Eudynamys scolopaceus",NA,2
"1067","BD1","Lanius excubitor",NA,2
"1068","BD1","Coturnix coromandelica",NA,2
"1069","BD1","Turnix sylvaticus",NA,2
"1070","BD1","Pericrocotus erythropygius",NA,2
"1071","BD1","Pericrocotus cinnamomeus",NA,2
"1072","BD1","Hirundo smithii",NA,2
"1073","BD1","Cisticola juncidis",NA,2
"1074","BD1","Anas poecilorhyncha",NA,2
"1075","BD1","Rhipidura aureola",NA,2
"1076","BD1","Dinopium benghalense",NA,2
"1077","BD1","Sypheotides indicus",NA,2
"1078","BD1","Halcyon smyrnensis",NA,2
"1079","BD1","Turdoides malcolmi",1,3
"1080","BD1","Prinia buchanani",1,3
"1081","BD1","Pycnonotus cafer",NA,3
"1082","BD1","Turnix suscitator",NA,3
"1083","BD1","Streptopelia decaocto",NA,3
"1084","BD1","Pavo cristatus",NA,3
"1085","BD1","Vanellus indicus",1,3
"1086","BD1","Mirafra erythroptera",1,3
"1087","BD1","Burhinus oedicnemus",NA,3
"1088","BD1","Nectarinia asiatica",1,3
"1089","BD1","Turnix Tanki",NA,3
"1090","BD1","Francolinus pondicerianus",NA,3
"1091","BD1","Tephrodornis pondicerianus",1,3
"1092","BD1","Petronia xanthocollis",1,3
"1093","BD1","Merops orientalis",NA,3
"1094","BD1","Pycnonotus leucotis",NA,3
"1095","BD1","Eremopterix griseus",NA,3
"1096","BD1","Psittacula krameri",1,3
"1097","BD1","Centropus sinensis",NA,3
"1098","BD1","Dicrurus macrocercus",1,3
"1099","BD1","Lanius vittatus",NA,3
"1100","BD1","Saxicola caprata",NA,3
"1101","BD1","Perdicula argoondah",1,3
"1102","BD1","Vanellus malabaricus",NA,3
"1103","BD1","Francolinus pictus",NA,3
"1104","BD1","Saxicoloides fulicatus",NA,3
"1105","BD1","Acro sp.",NA,3
"1106","BD1","Prinia socialis",NA,3
"1107","BD1","Lanius schach",NA,3
"1108","BD1","Amaurornis phoenicurus",NA,3
"1109","BD1","Prinia inornata",NA,3
"1110","BD1","Lonchura malabarica",NA,3
"1111","BD1","Cuculus varius",NA,3
"1112","BD1","Mirafra cantillans",NA,3
"1113","BD1","Acridotheres tristis",1,3
"1114","BD1","Corvus macrorhynchos",NA,3
"1115","BD1","Eudynamys scolopaceus",NA,3
"1116","BD1","Lanius excubitor",NA,3
"1117","BD1","Coturnix coromandelica",NA,3
"1118","BD1","Turnix sylvaticus",NA,3
"1119","BD1","Pericrocotus erythropygius",NA,3
"1120","BD1","Pericrocotus cinnamomeus",NA,3
"1121","BD1","Hirundo smithii",NA,3
"1122","BD1","Cisticola juncidis",NA,3
"1123","BD1","Anas poecilorhyncha",NA,3
"1124","BD1","Rhipidura aureola",NA,3
"1125","BD1","Dinopium benghalense",NA,3
"1126","BD1","Sypheotides indicus",NA,3
"1127","BD1","Halcyon smyrnensis",NA,3
"1128","BD1","Turdoides malcolmi",1,4
"1129","BD1","Prinia buchanani",1,4
"1130","BD1","Pycnonotus cafer",1,4
"1131","BD1","Turnix suscitator",NA,4
"1132","BD1","Streptopelia decaocto",1,4
"1133","BD1","Pavo cristatus",NA,4
"1134","BD1","Vanellus indicus",1,4
"1135","BD1","Mirafra erythroptera",1,4
"1136","BD1","Burhinus oedicnemus",NA,4
"1137","BD1","Nectarinia asiatica",1,4
"1138","BD1","Turnix Tanki",NA,4
"1139","BD1","Francolinus pondicerianus",NA,4
"1140","BD1","Tephrodornis pondicerianus",NA,4
"1141","BD1","Petronia xanthocollis",NA,4
"1142","BD1","Merops orientalis",NA,4
"1143","BD1","Pycnonotus leucotis",NA,4
"1144","BD1","Eremopterix griseus",1,4
"1145","BD1","Psittacula krameri",NA,4
"1146","BD1","Centropus sinensis",NA,4
"1147","BD1","Dicrurus macrocercus",1,4
"1148","BD1","Lanius vittatus",NA,4
"1149","BD1","Saxicola caprata",NA,4
"1150","BD1","Perdicula argoondah",NA,4
"1151","BD1","Vanellus malabaricus",NA,4
"1152","BD1","Francolinus pictus",NA,4
"1153","BD1","Saxicoloides fulicatus",NA,4
"1154","BD1","Acro sp.",NA,4
"1155","BD1","Prinia socialis",NA,4
"1156","BD1","Lanius schach",NA,4
"1157","BD1","Amaurornis phoenicurus",NA,4
"1158","BD1","Prinia inornata",NA,4
"1159","BD1","Lonchura malabarica",NA,4
"1160","BD1","Cuculus varius",NA,4
"1161","BD1","Mirafra cantillans",NA,4
"1162","BD1","Acridotheres tristis",NA,4
"1163","BD1","Corvus macrorhynchos",NA,4
"1164","BD1","Eudynamys scolopaceus",NA,4
"1165","BD1","Lanius excubitor",NA,4
"1166","BD1","Coturnix coromandelica",NA,4
"1167","BD1","Turnix sylvaticus",NA,4
"1168","BD1","Pericrocotus erythropygius",NA,4
"1169","BD1","Pericrocotus cinnamomeus",NA,4
"1170","BD1","Hirundo smithii",NA,4
"1171","BD1","Cisticola juncidis",NA,4
"1172","BD1","Anas poecilorhyncha",NA,4
"1173","BD1","Rhipidura aureola",NA,4
"1174","BD1","Dinopium benghalense",NA,4
"1175","BD1","Sypheotides indicus",NA,4
"1176","BD1","Halcyon smyrnensis",NA,4
